type,theme,niveau,question,options_json,answer_index,explication,lesson_category_slug,lesson_titre
qcm,Negation,A2,Complete: Je ___ mange ___ des fruits.,"[""ne / pas"", ""ne / jamais"", ""ne / personne"", ""ne / que""]",3,Restriction: ne...que. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Tu ___ dis ___ de nouveau.,"[""ne / plus"", ""ne / pas"", ""ne / jamais"", ""ne / rien""]",3,Choses: ne...rien. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Ils ___ sont ___ en retard.,"[""ne / pas"", ""ne / que"", ""ne / jamais"", ""ne / rien""]",2,Adverbe de frequence negative. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: On ___ a ___ termine.,"[""ne / jamais"", ""ne / que"", ""ne / plus"", ""n' / pas""]",3,Negation avec auxiliaire. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Nous ne voyons ___ dans la salle.,"[""rien"", ""personne"", ""jamais"", ""plus""]",1,Pour les personnes: ne...personne. Variante supplementaire d'entrainement.,grammaire,Negation simple
qcm,Negation,A2,Choisis la phrase correcte.,"[""Je ne mange jamais rien."", ""Je ne jamais mange rien."", ""Je mange ne jamais rien."", ""Jamais je ne rien mange.""]",0,La negation entoure le verbe. Variante supplementaire d'entrainement.,grammaire,Negation simple
qcm,Negation,B1,Choisis la phrase avec une restriction.,"[""Je ne travaille que le matin."", ""Je ne travaille jamais le matin."", ""Je ne travaille plus le matin."", ""Je ne travaille personne.""]",0,Ne...que exprime la restriction. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Je ___ comprends ___ cette consigne.,"[""ne / jamais"", ""ne / que"", ""ne / plus"", ""ne / pas""]",3,Negation simple standard. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Il ___ sort ___ le soir.,"[""ne / plus"", ""ne / personne"", ""n' / pas"", ""ne / jamais""]",3,Habitude negative: jamais. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Nous ___ voyons ___ dans la salle.,"[""ne / plus"", ""ne / personne"", ""n' / pas"", ""ne / pas""]",1,Personnes: ne...personne. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Elle ___ veut ___ de sucre.,"[""ne / pas"", ""ne / plus"", ""ne / personne"", ""ne / rien""]",1,Arret d'une habitude: ne...plus. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Je ___ mange ___ des fruits.,"[""ne / pas"", ""ne / jamais"", ""ne / personne"", ""ne / que""]",3,Restriction: ne...que. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Tu ___ dis ___ de nouveau.,"[""ne / plus"", ""ne / pas"", ""ne / jamais"", ""ne / rien""]",3,Choses: ne...rien. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Ils ___ sont ___ en retard.,"[""ne / pas"", ""ne / que"", ""ne / jamais"", ""ne / rien""]",2,Adverbe de frequence negative. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: On ___ a ___ termine.,"[""ne / jamais"", ""ne / que"", ""ne / plus"", ""n' / pas""]",3,Negation avec auxiliaire. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Nous ne voyons ___ dans la salle.,"[""rien"", ""personne"", ""jamais"", ""plus""]",1,Pour les personnes: ne...personne. Variante supplementaire d'entrainement.,grammaire,Negation simple
qcm,Negation,A2,Choisis la phrase correcte.,"[""Je ne mange jamais rien."", ""Je ne jamais mange rien."", ""Je mange ne jamais rien."", ""Jamais je ne rien mange.""]",0,La negation entoure le verbe. Variante supplementaire d'entrainement.,grammaire,Negation simple
qcm,Negation,B1,Choisis la phrase avec une restriction.,"[""Je ne travaille que le matin."", ""Je ne travaille jamais le matin."", ""Je ne travaille plus le matin."", ""Je ne travaille personne.""]",0,Ne...que exprime la restriction. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Je ___ comprends ___ cette consigne.,"[""ne / jamais"", ""ne / que"", ""ne / plus"", ""ne / pas""]",3,Negation simple standard. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Il ___ sort ___ le soir.,"[""ne / plus"", ""ne / personne"", ""n' / pas"", ""ne / jamais""]",3,Habitude negative: jamais. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Nous ___ voyons ___ dans la salle.,"[""ne / plus"", ""ne / personne"", ""n' / pas"", ""ne / pas""]",1,Personnes: ne...personne. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Elle ___ veut ___ de sucre.,"[""ne / pas"", ""ne / plus"", ""ne / personne"", ""ne / rien""]",1,Arret d'une habitude: ne...plus. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Je ___ mange ___ des fruits.,"[""ne / pas"", ""ne / jamais"", ""ne / personne"", ""ne / que""]",3,Restriction: ne...que. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Tu ___ dis ___ de nouveau.,"[""ne / plus"", ""ne / pas"", ""ne / jamais"", ""ne / rien""]",3,Choses: ne...rien. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Ils ___ sont ___ en retard.,"[""ne / pas"", ""ne / que"", ""ne / jamais"", ""ne / rien""]",2,Adverbe de frequence negative. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: On ___ a ___ termine.,"[""ne / jamais"", ""ne / que"", ""ne / plus"", ""n' / pas""]",3,Negation avec auxiliaire. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Nous ne voyons ___ dans la salle.,"[""rien"", ""personne"", ""jamais"", ""plus""]",1,Pour les personnes: ne...personne. Variante supplementaire d'entrainement.,grammaire,Negation simple
qcm,Negation,A2,Choisis la phrase correcte.,"[""Je ne mange jamais rien."", ""Je ne jamais mange rien."", ""Je mange ne jamais rien."", ""Jamais je ne rien mange.""]",0,La negation entoure le verbe. Variante supplementaire d'entrainement.,grammaire,Negation simple
qcm,Negation,B1,Choisis la phrase avec une restriction.,"[""Je ne travaille que le matin."", ""Je ne travaille jamais le matin."", ""Je ne travaille plus le matin."", ""Je ne travaille personne.""]",0,Ne...que exprime la restriction. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Je ___ comprends ___ cette consigne.,"[""ne / jamais"", ""ne / que"", ""ne / plus"", ""ne / pas""]",3,Negation simple standard. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Il ___ sort ___ le soir.,"[""ne / plus"", ""ne / personne"", ""n' / pas"", ""ne / jamais""]",3,Habitude negative: jamais. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Nous ___ voyons ___ dans la salle.,"[""ne / plus"", ""ne / personne"", ""n' / pas"", ""ne / pas""]",1,Personnes: ne...personne. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Elle ___ veut ___ de sucre.,"[""ne / pas"", ""ne / plus"", ""ne / personne"", ""ne / rien""]",1,Arret d'une habitude: ne...plus. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Je ___ mange ___ des fruits.,"[""ne / pas"", ""ne / jamais"", ""ne / personne"", ""ne / que""]",3,Restriction: ne...que. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Tu ___ dis ___ de nouveau.,"[""ne / plus"", ""ne / pas"", ""ne / jamais"", ""ne / rien""]",3,Choses: ne...rien. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Ils ___ sont ___ en retard.,"[""ne / pas"", ""ne / que"", ""ne / jamais"", ""ne / rien""]",2,Adverbe de frequence negative. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: On ___ a ___ termine.,"[""ne / jamais"", ""ne / que"", ""ne / plus"", ""n' / pas""]",3,Negation avec auxiliaire. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Nous ne voyons ___ dans la salle.,"[""rien"", ""personne"", ""jamais"", ""plus""]",1,Pour les personnes: ne...personne. Variante supplementaire d'entrainement.,grammaire,Negation simple
qcm,Negation,A2,Choisis la phrase correcte.,"[""Je ne mange jamais rien."", ""Je ne jamais mange rien."", ""Je mange ne jamais rien."", ""Jamais je ne rien mange.""]",0,La negation entoure le verbe. Variante supplementaire d'entrainement.,grammaire,Negation simple
qcm,Negation,B1,Choisis la phrase avec une restriction.,"[""Je ne travaille que le matin."", ""Je ne travaille jamais le matin."", ""Je ne travaille plus le matin."", ""Je ne travaille personne.""]",0,Ne...que exprime la restriction. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Je ___ comprends ___ cette consigne.,"[""ne / jamais"", ""ne / que"", ""ne / plus"", ""ne / pas""]",3,Negation simple standard. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Il ___ sort ___ le soir.,"[""ne / plus"", ""ne / personne"", ""n' / pas"", ""ne / jamais""]",3,Habitude negative: jamais. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Nous ___ voyons ___ dans la salle.,"[""ne / plus"", ""ne / personne"", ""n' / pas"", ""ne / pas""]",1,Personnes: ne...personne. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Elle ___ veut ___ de sucre.,"[""ne / pas"", ""ne / plus"", ""ne / personne"", ""ne / rien""]",1,Arret d'une habitude: ne...plus. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Je ___ mange ___ des fruits.,"[""ne / pas"", ""ne / jamais"", ""ne / personne"", ""ne / que""]",3,Restriction: ne...que. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Tu ___ dis ___ de nouveau.,"[""ne / plus"", ""ne / pas"", ""ne / jamais"", ""ne / rien""]",3,Choses: ne...rien. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Ils ___ sont ___ en retard.,"[""ne / pas"", ""ne / que"", ""ne / jamais"", ""ne / rien""]",2,Adverbe de frequence negative. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: On ___ a ___ termine.,"[""ne / jamais"", ""ne / que"", ""ne / plus"", ""n' / pas""]",3,Negation avec auxiliaire. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Nous ne voyons ___ dans la salle.,"[""rien"", ""personne"", ""jamais"", ""plus""]",1,Pour les personnes: ne...personne. Variante supplementaire d'entrainement.,grammaire,Negation simple
qcm,Negation,A2,Choisis la phrase correcte.,"[""Je ne mange jamais rien."", ""Je ne jamais mange rien."", ""Je mange ne jamais rien."", ""Jamais je ne rien mange.""]",0,La negation entoure le verbe. Variante supplementaire d'entrainement.,grammaire,Negation simple
qcm,Negation,B1,Choisis la phrase avec une restriction.,"[""Je ne travaille que le matin."", ""Je ne travaille jamais le matin."", ""Je ne travaille plus le matin."", ""Je ne travaille personne.""]",0,Ne...que exprime la restriction. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Je ___ comprends ___ cette consigne.,"[""ne / jamais"", ""ne / que"", ""ne / plus"", ""ne / pas""]",3,Negation simple standard. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Il ___ sort ___ le soir.,"[""ne / plus"", ""ne / personne"", ""n' / pas"", ""ne / jamais""]",3,Habitude negative: jamais. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Nous ___ voyons ___ dans la salle.,"[""ne / plus"", ""ne / personne"", ""n' / pas"", ""ne / pas""]",1,Personnes: ne...personne. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Elle ___ veut ___ de sucre.,"[""ne / pas"", ""ne / plus"", ""ne / personne"", ""ne / rien""]",1,Arret d'une habitude: ne...plus. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Je ___ mange ___ des fruits.,"[""ne / pas"", ""ne / jamais"", ""ne / personne"", ""ne / que""]",3,Restriction: ne...que. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Tu ___ dis ___ de nouveau.,"[""ne / plus"", ""ne / pas"", ""ne / jamais"", ""ne / rien""]",3,Choses: ne...rien. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: Ils ___ sont ___ en retard.,"[""ne / pas"", ""ne / que"", ""ne / jamais"", ""ne / rien""]",2,Adverbe de frequence negative. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Complete: On ___ a ___ termine.,"[""ne / jamais"", ""ne / que"", ""ne / plus"", ""n' / pas""]",3,Negation avec auxiliaire. Variante supplementaire d'entrainement.,regles-grammaire,Negation complexe
qcm,Negation,A2,Nous ne voyons ___ dans la salle.,"[""rien"", ""personne"", ""jamais"", ""plus""]",1,Pour les personnes: ne...personne. Variante supplementaire d'entrainement.,grammaire,Negation simple
qcm,Comparatif,A2,Ce cours est ___ utile que l'autre.,"[""plus"", ""le plus"", ""mieux"", ""meilleur""]",0,Comparatif de superiorite: plus ... que.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Paul court ___ que moi.,"[""mieux"", ""meilleur"", ""plus bon"", ""plus bien""]",0,Comparatif de bien -> mieux.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Ce cours est ___ utile que l'autre.,"[""plus"", ""le plus"", ""le moins"", ""meilleure""]",0,Comparatif de superiorite.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Cette methode est ___ rapide que la precedente.,"[""moins"", ""plus"", ""le plus"", ""meilleure""]",0,Comparatif d'inferiorite.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Mon niveau est ___ bon que le tien.,"[""moins"", ""mieux"", ""meilleure"", ""aussi""]",3,Comparatif d'egalite.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Il travaille ___ que moi.,"[""le moins"", ""meilleur"", ""mieux"", ""plus""]",2,Comparatif de bien -> mieux.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: C'est le candidat ___ prepare du groupe.,"[""meilleure"", ""le plus"", ""plus"", ""le moins""]",1,Superlatif de superiorite.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: C'est l'exercice ___ long.,"[""moins"", ""meilleur"", ""mieux"", ""le moins""]",3,Superlatif d'inferiorite.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Cette solution est ___ que l'ancienne.,"[""mieux"", ""aussi"", ""meilleure"", ""le moins""]",2,Comparatif de bon -> meilleur.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Leur argument est ___ convaincant que le notre.,"[""le moins"", ""meilleur"", ""mieux"", ""plus""]",3,Comparatif standard.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Ce cours est ___ utile que l'autre.,"[""plus"", ""le plus"", ""mieux"", ""meilleur""]",0,Comparatif de superiorite: plus ... que. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Paul court ___ que moi.,"[""mieux"", ""meilleur"", ""plus bon"", ""plus bien""]",0,Comparatif de bien -> mieux. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Ce cours est ___ utile que l'autre.,"[""plus"", ""le plus"", ""le moins"", ""meilleure""]",0,Comparatif de superiorite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Cette methode est ___ rapide que la precedente.,"[""moins"", ""plus"", ""le plus"", ""meilleure""]",0,Comparatif d'inferiorite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Mon niveau est ___ bon que le tien.,"[""moins"", ""mieux"", ""meilleure"", ""aussi""]",3,Comparatif d'egalite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: Il travaille ___ que moi.,"[""le moins"", ""meilleur"", ""mieux"", ""plus""]",2,Comparatif de bien -> mieux. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
qcm,Comparatif,A2,Complete: C'est le candidat ___ prepare du groupe.,"[""meilleure"", ""le plus"", ""plus"", ""le moins""]",1,Superlatif de superiorite. Variante supplementaire d'entrainement.,grammaire,Comparatif et superlatif
